id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0922,Officine Kamga de Nkolmesseng,Yaoundé,Yaoundé IV,Nkolmesseng,3.790405,11.543274,+237 698 691 755,kamgankolmesse@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0923,Pharmacie Assamba,Yaoundé,Yaoundé III,Elig-Essono,3.792622,11.547681,+237 233 378 463,assamba@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0924,Pharmacie André Kotto,Douala,Douala VI,Kotto,3.999439,9.656249,+237 692 057 089,andrékotto@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0925,Pharmacie Saint-Bernadette,Yaoundé,Yaoundé VII,Bastos,3.877993,11.562645,+237 692 745 345,bernadette@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0926,Officine Ngoa de Soboum,Douala,Douala II,Soboum,4.105388,9.765446,+237 651 259 542,ngoasoboum@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0927,Pharmacie de Bonamoussadi,Douala,Douala I,Bonamoussadi,4.089316,9.772297,+237 692 114 304,bonamoussadi@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0928,Officine Owona de PK8,Douala,Douala III,PK8,4.09859,9.758331,+237 222 309 903,owonapk8@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Oui
PHA0929,Pharmacie Claire Ndokoti,Douala,Douala VI,Ndokoti,4.051691,9.752592,+237 652 357 543,clairendokoti@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0930,Officine Eba de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,4.026533,9.748314,+237 677 737 003,ebandog-passii@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0931,Pharmacie Mvé,Yaoundé,Yaoundé VI,Ekounou,3.764704,11.469279,+237 691 627 698,mvé@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Oui
PHA0932,Pharmacie Dominique Nkongmondo,Douala,Douala VI,Nkongmondo,3.984056,9.72966,+237 695 226 282,dominiquenkong@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0933,Pharmacie Pierre Bastos,Yaoundé,Yaoundé VII,Bastos,3.899745,11.588505,+237 679 855 053,pierrebastos@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Oui
PHA0934,Pharmacie Cécile Mvog-Mbi,Yaoundé,Yaoundé VII,Mvog-Mbi,3.807543,11.425743,+237 697 945 685,cécimvog-mbi@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0935,Pharmacie Patrick Bessengue,Douala,Douala I,Bessengue,4.01471,9.673005,+237 243 165 586,patrickbesseng@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0936,Officine Nlend de Elig-Essono,Yaoundé,Yaoundé V,Elig-Essono,3.755116,11.505185,+237 242 573 999,nlendelig-esso@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0937,Officine Elong de Ahala,Yaoundé,Yaoundé III,Ahala,3.827833,11.440694,+237 654 673 070,elongahala@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0938,Pharmacie Anne Santa Barbara,Yaoundé,Yaoundé I,Santa Barbara,3.90433,11.514782,+237 695 911 197,annesantabarba@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0939,Officine Ndoumbe de Émana,Yaoundé,Yaoundé II,Émana,3.76479,11.541502,+237 698 153 763,ndoumbeémana@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0940,Officine Kamga de Nkol-Eton,Yaoundé,Yaoundé VII,Nkol-Eton,3.780272,11.557616,+237 696 747 402,kamgankol-eton@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0941,Pharmacie de Nlongkak,Yaoundé,Yaoundé I,Nlongkak,3.833715,11.457607,+237 694 725 465,nlongkak@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0942,Pharmacie Saint-Monique,Yaoundé,Yaoundé V,Biteng,3.852869,11.610892,+237 696 677 152,monique@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0943,Pharmacie Élisabeth Mbanya,Douala,Douala III,Mbanya,4.019861,9.716232,+237 651 884 679,élisabethmbany@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0944,Officine Owona de Youpwé,Douala,Douala VI,Youpwé,4.026481,9.677532,+237 699 111 213,owonayoupwé@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Non
PHA0945,Officine Simo de Bonamoussadi,Douala,Douala III,Bonamoussadi,4.03816,9.739267,+237 699 307 425,simobonamoussa@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0946,Pharmacie du Omnisports,Yaoundé,Yaoundé IV,Omnisports,3.768709,11.463245,+237 692 962 688,omnisports@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0947,Pharmacie Pierre Bepanda,Douala,Douala V,Bepanda,4.043004,9.640965,+237 692 251 686,pierrebepanda@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0948,Pharmacie Paul Deido,Douala,Douala I,Deido,4.11344,9.691262,+237 678 624 819,pauldeido@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0949,Officine Ndoumbe de Kotto,Douala,Douala I,Kotto,4.10848,9.719125,+237 653 137 662,ndoumbekotto@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0950,Pharmacie Félicité PK14,Douala,Douala V,PK14,4.092407,9.634267,+237 699 528 164,félicitépk14@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0951,Officine Eba de Nlongkak,Yaoundé,Yaoundé IV,Nlongkak,3.807456,11.455335,+237 690 819 502,ebanlongkak@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0952,Officine Bikié de Mendong,Yaoundé,Yaoundé I,Mendong,3.809178,11.499473,+237 691 647 854,bikiémendong@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0953,Officine Ndoumbe de Ndokoti,Douala,Douala III,Ndokoti,4.052295,9.636481,+237 242 918 819,ndoumbendokoti@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0954,Officine Simo de Bessengue,Douala,Douala IV,Bessengue,4.115835,9.65044,+237 678 834 716,simobessengue@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0955,Pharmacie Marc Mokolo,Yaoundé,Yaoundé III,Mokolo,3.759084,11.501559,+237 242 138 311,marcmokolo@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0956,Pharmacie de Étoa-Meki,Yaoundé,Yaoundé IV,Étoa-Meki,3.910708,11.436057,+237 679 805 902,étoa-meki@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Oui
PHA0957,Pharmacie Monique Sodiko,Douala,Douala II,Sodiko,4.087695,9.634295,+237 679 968 043,moniquesodiko@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0958,Officine Ateba de Bonaberi,Douala,Douala II,Bonaberi,4.011644,9.7026,+237 243 100 820,atebabonaberi@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0959,Officine Essomba de Akwa,Douala,Douala IV,Akwa,4.043701,9.753016,+237 233 576 883,essombaakwa@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0960,Pharmacie Claire Logbessou,Douala,Douala II,Logbessou,4.041843,9.728731,+237 697 030 672,clairelogbesso@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0961,Officine Mvé de Ndoghem,Douala,Douala III,Ndoghem,4.076772,9.757083,+237 691 143 498,mvéndoghem@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0962,Pharmacie Joseph Messa,Yaoundé,Yaoundé VII,Messa,3.903534,11.558305,+237 677 643 052,josephmessa@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0963,Pharmacie Gabriel Nkolmesseng,Yaoundé,Yaoundé VII,Nkolmesseng,3.852234,11.399251,+237 677 769 055,gabrielnkolmes@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0964,Pharmacie Michel Bali,Douala,Douala VI,Bali,3.982459,9.736952,+237 651 647 320,michelbali@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0965,Pharmacie Cyprien Sodiko,Douala,Douala I,Sodiko,3.987313,9.672159,+237 696 040 194,cypriensodiko@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0966,Officine Assamba de Bessengue,Douala,Douala III,Bessengue,3.968719,9.741018,+237 233 065 235,assambabesseng@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0967,Pharmacie Camille Mokolo,Yaoundé,Yaoundé III,Mokolo,3.770984,11.482637,+237 651 160 592,camilmokolo@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0968,Pharmacie Saint-Marie,Yaoundé,Yaoundé VI,Émana,3.826891,11.539698,+237 651 465 771,marie@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0969,Officine Essomba de Sodiko,Douala,Douala V,Sodiko,4.068295,9.784848,+237 695 278 100,essombasodiko@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0970,Pharmacie Félicité Mimboman,Yaoundé,Yaoundé VII,Mimboman,3.763998,11.460288,+237 696 657 498,félicitémimbom@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0971,Pharmacie de Youpwé,Douala,Douala II,Youpwé,4.043649,9.692449,+237 652 130 698,youpwé@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0972,Pharmacie Claire Briqueterie,Yaoundé,Yaoundé I,Briqueterie,3.935753,11.508611,+237 695 077 687,clairebriquete@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0973,Pharmacie Djoumbi,Yaoundé,Yaoundé III,Nkoabang,3.91533,11.437486,+237 695 972 977,djoumbi@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
PHA0974,Pharmacie Thérèse Obili,Yaoundé,Yaoundé III,Obili,3.823684,11.557201,+237 697 052 226,thérèseobili@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0975,Pharmacie du Djoungolo,Yaoundé,Yaoundé III,Djoungolo,3.794668,11.51186,+237 650 452 268,djoungolo@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0976,Pharmacie de PK10,Douala,Douala V,PK10,4.085758,9.656585,+237 691 741 295,pk10@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0977,Officine Nlend de Mokolo,Yaoundé,Yaoundé II,Mokolo,3.798183,11.505803,+237 652 309 064,nlendmokolo@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0978,Pharmacie du Ndog-Bong,Douala,Douala VI,Ndog-Bong,3.996897,9.709975,+237 679 501 483,ndog-bong@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0979,Officine Hamadou de Mvog-Beti,Yaoundé,Yaoundé III,Mvog-Beti,3.801081,11.435212,+237 222 063 820,hamadoumvog-be@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0980,Pharmacie de Nkoldongo,Yaoundé,Yaoundé VII,Nkoldongo,3.889727,11.443975,+237 692 345 315,nkoldongo@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0981,Pharmacie de PK17,Douala,Douala VI,PK17,4.078368,9.700751,+237 650 950 583,pk17@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0982,Officine Fotso de Bepanda,Douala,Douala I,Bepanda,3.980111,9.724606,+237 655 158 493,fotsobepanda@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0983,Officine Djoumbi de Nkol-Eton,Yaoundé,Yaoundé II,Nkol-Eton,3.866621,11.476359,+237 653 005 120,djoumbinkol-et@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0984,Officine Wamba de Ndog-Passi III,Douala,Douala II,Ndog-Passi III,4.111722,9.713065,+237 222 154 537,wambandog-pass@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0985,Pharmacie Augustin Cité des Palmiers,Douala,Douala V,Cité des Palmiers,4.100121,9.639005,+237 652 153 289,augustincitéde@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0986,Officine Moussa de Nzeng-Ayong,Douala,Douala V,Nzeng-Ayong,4.012818,9.661436,+237 677 761 080,moussanzeng-ay@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0987,Pharmacie Paul PK10,Douala,Douala IV,PK10,4.055848,9.618791,+237 679 646 114,paulpk10@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0988,Pharmacie Élisabeth Essos,Yaoundé,Yaoundé I,Essos,3.875631,11.485621,+237 677 694 260,élisabethessos@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0989,Officine Nguele de Nkomo,Yaoundé,Yaoundé IV,Nkomo,3.927859,11.498089,+237 678 325 529,nguenkomo@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0990,Pharmacie Gabriel Obili,Yaoundé,Yaoundé VI,Obili,3.948654,11.469215,+237 691 087 920,gabrielobili@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0991,Officine Elong de Village,Douala,Douala IV,Village,4.042748,9.688686,+237 243 039 970,elongvillage@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0992,Pharmacie André Etoudi,Yaoundé,Yaoundé II,Etoudi,3.923241,11.567819,+237 677 128 586,andréetoudi@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0993,Pharmacie du Bepanda,Douala,Douala VI,Bepanda,4.0607,9.629341,+237 694 217 702,bepanda@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0994,Pharmacie François Youpwé,Douala,Douala II,Youpwé,4.043656,9.745827,+237 655 561 359,françoisyoupwé@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0995,Pharmacie Joseph Simbock,Yaoundé,Yaoundé I,Simbock,3.814898,11.487132,+237 652 265 349,josephsimbock@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0996,Officine Engoulou de Ndogbong,Douala,Douala IV,Ndogbong,4.123039,9.658186,+237 698 492 180,engouloundogbo@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0997,Pharmacie Claire PK17,Douala,Douala IV,PK17,3.979429,9.698437,+237 697 635 228,clairepk17@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0998,Pharmacie Jeanne Mimboman,Yaoundé,Yaoundé I,Mimboman,3.898244,11.446153,+237 694 554 948,jeannemimboman@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0999,Pharmacie Louis Simbock,Yaoundé,Yaoundé V,Simbock,3.775864,11.434475,+237 651 080 292,louissimbock@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA1000,Officine Ondoa de Mvog-Ada,Yaoundé,Yaoundé I,Mvog-Ada,3.920274,11.548114,+237 695 078 966,ondoamvog-ada@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
